Category,Module Name,Purpose / Output Goal,Dependencies & Notes,Expertise Level,Team,OS,Application,Pre Config,Compliance Mapping
Identity & Access Management,database_privilege_escalation_monitor,Detect privilege escalations in DB accounts,DB audit logs; agent,Level 4,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,Audit logs enabled; Agent configured,
Identity & Access Management,automated_user_group_sync,Sync user groups between identity systems,LDAP/AD and SSO API; orchestration tool,Level 3,Identity Management Team,Platform agnostic,"SailPoint, Okta",Sync schedules defined; API credentials configured,
Identity & Access Management,privileged_access_change_notifier,Notify when privileged access changes occur,AD/LDAP change logs; notification engine,Level 3,Security Operations Team,"Windows, Linux",SIEM/Notification Tool,Change log subscription enabled; Notifications configured,
Identity & Access Management,mfa_challenge_failure_tracker,Track failed MFA challenges and alert on spikes,Identity provider logs; SIEM,Level 3,Security Operations Team,Platform agnostic,Okta/Azure AD,MFA logs ingestion configured; Alert rules loaded,
Identity & Access Management,inactive_service_account_disabler,Automatically disable service accounts inactive for X days,AD/LDAP API; orchestration tool,Level 3,Security Operations Team,"Windows, Linux",Ansible/Terraform,Orchestration credentials configured; Inactivity rules defined,
Identity & Access Management,user_role_conflict_detector,Detect users assigned mutually exclusive roles,AD/LDAP API; conflict matrix,Level 3,Security Operations Team,"Windows, Linux",Agent (Tenantra),Conflict matrix loaded; Agent configured,
Identity & Access Management,sso_login_anomaly_monitor,Detect anomalous SSO login patterns,SSO logs; ML anomaly engine,Level 4,Security Operations Team,Platform agnostic,SSO Provider API,ML model endpoint configured; Log ingestion enabled,
Network & Perimeter Security,sdwan_config_compliance_checker,Validate SD-WAN configs against company policies,SD-WAN API; policy definitions,Level 4,Network Architecture Team,Network Appliance OS,SD-WAN API,Policy definitions loaded; API credentials configured,
Network & Perimeter Security,endpoint_vpn_split_tunnel_monitor,Ensure VPN split‐tunneling policies are enforced,VPN logs; agent,Level 3,Network Security Team,"Windows, Linux",Agent (Tenantra),VPN policy definitions loaded; Agent configured,
Network & Perimeter Security,network_path_mtu_checker,Check path MTU for critical links,Network probes; agent,Level 2,Network Admin Team,"Linux, Windows",Agent (Tenantra),Probe list configured; Agent network tests enabled,
Network & Perimeter Security,firewall_unused_rule_optimizer,Identify and recommend removal of unused firewall rules,Firewall logs; rule usage analytics,Level 3,Network Security Team,Network Appliance OS,Firewall API,Log forwarding configured; Usage data ingestion enabled,
Network & Perimeter Security,nat_translation_monitor,Monitor NAT translation table size and utilization,Router API; SNMP,Level 2,Network Admin Team,Network Appliance OS,Router API,SNMP credentials configured; Thresholds defined,
Network & Perimeter Security,ipv4_ipv6_dualstack_monitor,Ensure dual-stack endpoints configured and healthy,Network device logs; agent,Level 2,Network Admin Team,"Windows, Linux",Agent (Tenantra),Dual-stack policy loaded; Agent configured,
Cloud Provisioning & Orchestration,aws_s3_bucket_policy_compliance_checker,Verify S3 bucket policies adhere to least-privilege,AWS SDK; policy linter,Level 3,Cloud Security Team,Platform agnostic,AWS SDK,Policy definitions loaded; API credentials configured,
Cloud Provisioning & Orchestration,azure_disk_encryption_status_monitor,Check Azure VM disk encryption status,Azure SDK; VM Extensions,Level 2,Cloud Security Team,"Windows, Linux",Azure SDK,VM extension monitoring enabled; Role permissions configured,
Cloud Provisioning & Orchestration,gcp_service_account_key_rotation_checker,Ensure GCP service account keys are rotated per schedule,GCP SDK; IAM keys API,Level 3,Cloud Security Team,Platform agnostic,GCP SDK,Rotation schedule defined; API credentials configured,
Cloud Provisioning & Orchestration,terraform_workspace_drift_monitor,Detect drift in Terraform workspaces across environments,Terraform state; API integration,Level 3,DevOps Team,Platform agnostic,Terraform CLI,State backend configured; Drift baseline defined,
Cloud Provisioning & Orchestration,kubeconfig_secret_management_checker,Audit Kubernetes kubeconfig secrets for correct permissions,K8s API; secret manager,Level 3,DevOps & Security Team,Linux,Kubernetes API,Secret policies loaded; RBAC enabled,
Cloud Provisioning & Orchestration,aws_rds_public_access_checker,Detect publicly accessible RDS instances,AWS SDK; RDS API,Level 2,Cloud Security Team,Platform agnostic,AWS SDK,Public access policy definitions loaded; API creds configured,
Cloud Provisioning & Orchestration,azure_ad_group_membership_sync_monitor,Verify synchronization of AD group memberships to Azure AD,Azure AD Connect logs; API,Level 2,Identity Management Team,Windows AD,Azure AD Connect,Sync logs ingestion configured; Alert rules defined,
Cloud Provisioning & Orchestration,gcp_project_organization_policy_checker,Validate GCP organization policies across projects,Organization Policy API; GCP SDK,Level 3,Cloud Security Team,Platform agnostic,GCP SDK,Policy definitions loaded; API creds configured,
Cloud Provisioning & Orchestration,cloudwatch_alarm_compliance_checker,Ensure CloudWatch alarms exist for critical metrics,AWS CloudWatch API; alarm definitions,Level 3,Cloud Ops Team,Platform agnostic,AWS SDK,Alarm definitions loaded; API credentials configured,
Cloud Provisioning & Orchestration,azure_monitor_metric_alert_checker,Validate Azure Monitor metric alerts for key services,Azure Monitor API; alert rules,Level 3,Cloud Ops Team,Platform agnostic,Azure SDK,Alert rule definitions loaded; API creds configured,
Cloud Provisioning & Orchestration,gcp_stackdriver_alert_policy_checker,Check Stackdriver alert policies cover required health metrics,Stackdriver API; policy definitions,Level 3,Cloud Ops Team,Platform agnostic,GCP SDK,Policy definitions loaded; API creds configured,
Automation & Orchestration,ci_cd_pipeline_failure_notifier,Notify dev teams of CI/CD pipeline failures,CI/CD API; chat integration,Level 2,DevOps Team,Platform agnostic,Jenkins/GitLab CI,Webhooks configured; Chatbot API creds loaded,
Automation & Orchestration,config_drift_auto_notifier,Send alerts on any configuration drift detected,Diff engine; notification service,Level 3,SysAdmin Team,"Windows, Linux, macOS",Agent (Tenantra),Diff rules loaded; Notification channels configured,
Automation & Orchestration,incident_priority_auto_adjuster,Adjust incident priority based on SLA and impact,SLAM API; incident API,Level 3,Helpdesk Team,Platform agnostic,ServiceNow/Jira API,Escalation rules configured; API integration enabled,
Automation & Orchestration,backup_failure_auto_remediator,Automatically retry or failover backup jobs upon failure,Backup API; orchestration tool,Level 3,Internal IT Team,"Windows, Linux, macOS",Veeam/Azure/AWS Backup,Retry policies defined; Orchestration credentials configured,
Automation & Orchestration,audit_log_auto_archive,Archive old audit logs to long-term store,Log storage API; archive policy engine,Level 2,Security & Compliance Team,"Windows, Linux, macOS",Tenantra Archive Service,Archive policies loaded; Storage endpoints configured,
Automation & Orchestration,certificate_auto_deployment_from_vault,Deploy certificates from Vault to endpoints,Secrets Vault API; deployment agent,Level 4,DevOps Team,"Windows, Linux, macOS","Vault, Agent (Tenantra)",Vault paths configured; Agent deployment policies loaded,
Automation & Orchestration,container_registry_garbage_collection,Automate GC of unused container images,Registry API; cleanup scripts,Level 2,DevOps Team,Linux,Docker Registry API,Cleanup rules defined; API credentials configured,
Automation & Orchestration,user_access_review_auto_notifier,Trigger access review reminders for managers,Identity API; workflow engine,Level 2,Security & Compliance Team,Platform agnostic,"SailPoint, ServiceNow",Review templates loaded; Notification channels configured,
Automation & Orchestration,tenant_schema_backup_scheduler,Schedule backups of tenant DB schemas,DB API; backup agent,Level 2,MSP Operations Team,Platform agnostic,Tenantra CMDB,Backup schedule defined; DB credentials configured,
Automation & Orchestration,patch_group_deployment_orchestrator,Orchestrate patch deployments to defined host groups,Patch API; orchestration tool,Level 3,SysAdmin Team,"Windows, Linux","WSUS/SCCM, Ansible",Group definitions loaded; Orchestration creds configured,
End-to-End Monitoring,synthetic_transaction_runner,Execute synthetic user transactions at intervals,Browser automation; monitoring API,Level 3,DevOps Team,Platform agnostic,Selenium/Playwright,Script repository configured; Schedule defined,
End-to-End Monitoring,global_endpoint_uptime_checker,Monitor endpoint availability from multiple geographic regions,External probes; monitoring platform,Level 2,DevOps Team,Platform agnostic,Monitoring Service API,Probe locations configured; API credentials loaded,
End-to-End Monitoring,service_health_summary_dashboard,Aggregate health status of critical services into dashboard,Monitoring API; dashboard engine,Level 2,DevOps Team,Platform agnostic,Grafana/Kibana,Dashboard templates loaded; Data sources configured,
End-to-End Monitoring,big_data_pipeline_latency_monitor,Track latency in big data ingestion pipelines,Stream processing logs; metrics exporter,Level 3,Data Engineering Team,Linux,"Kafka, Spark Metrics API",Metrics exporter configured; Alert rules loaded,
Database & Storage,db_connection_error_rate_monitor,"Alert when connection errors (e.g. refused, timed out) exceed threshold",DB driver logs; agent telemetry,Level 3,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,Log capture enabled; Error patterns defined,
Database & Storage,db_deadlock_detection,Detect and report on SQL deadlocks,DB engine deadlock trace logs,Level 4,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,Deadlock tracing enabled; Agent or query access configured,
Database & Storage,db_lock_wait_timeout_monitor,Alert when sessions are blocked beyond configured timeout,DB performance views; agent,Level 3,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,Lock wait thresholds defined; Agent configured,
Database & Storage,db_slow_query_log_scanner,Parse slow-query logs and surface top offenders,Slow-query log file or performance schema,Level 3,DBA Team,"Linux, Windows",MySQL/Postgres,Slow-query logging enabled; Threshold configured,
Database & Storage,db_index_fragmentation_checker,Alert when index fragmentation exceeds threshold,DB DMVs or system views,Level 3,DBA Team,"Windows, Linux",SQL Server/Postgres,Fragmentation thresholds defined; Agent or query access,
Database & Storage,db_schema_drift_detector,Detect schema changes (DDL) outside approved change windows,DDL audit logs; schema-comparison tool,Level 4,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,DDL auditing enabled; Baseline schema snapshot taken,
Database & Storage,db_transaction_error_rate_monitor,Monitor rate of failed transactions (rollbacks),DB error logs; agent,Level 3,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,Error logging enabled; Rollback patterns defined,
Database & Storage,db_replication_error_monitor,Alert when replication errors or conflicts occur,Replication system tables/views; agent,Level 4,DBA Team,"Windows, Linux",SQL Server/MySQL/Postgres,Replication monitoring enabled; Agent configured,
Database & Storage,db_backup_failure_analyzer,Detect and report failed backup jobs,Backup job logs; storage API,Level 3,Backup Team,"Windows, Linux, macOS",Veeam/Azure Backup/AWS Backup,Backup job logs centralized; Failure patterns defined,
